,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TMEM71,56.75409917,5.388074699,0.795186837,6.775860025,1.24E-11,8.76E-09
NewGene_6713,0.607278872,-28.45971673,4.199109872,-6.777559434,1.22E-11,8.76E-09
E2F7,409.2708696,1.262345951,0.186584353,6.765550962,1.33E-11,9.17E-09
CPA4,1671.85743,0.899530144,0.133290701,6.748633902,1.49E-11,1.01E-08
ABCB5,146.7540019,-1.840640663,0.27426235,-6.71124076,1.93E-11,1.27E-08
KCNJ2,456.4770784,1.35340434,0.202438669,6.685503051,2.30E-11,1.48E-08
NewGene_7047,0.734472097,-26.27636411,3.9539475,-6.645602684,3.02E-11,1.90E-08
CORO7-PAM16,11.87293479,-27.90649099,4.201743185,-6.641646041,3.10E-11,1.90E-08
PKD2,1966.142114,0.64189059,0.09756999,6.5787707,4.74E-11,2.85E-08
PFKP,9368.692946,1.111637264,0.169063496,6.575264862,4.86E-11,2.85E-08
LIMA1,2806.619875,1.013806485,0.157259409,6.446714339,1.14E-10,6.58E-08
GJB2,230.9086547,1.679178013,0.260814515,6.438207665,1.21E-10,6.81E-08
SERPINB4,39.17873555,2.987066722,0.465962324,6.410532721,1.45E-10,8.01E-08
LAMC2,1525.06087,-1.221220599,0.192193685,-6.354114072,2.10E-10,1.14E-07
DTWD2,971.2239559,-1.155460647,0.182640243,-6.326429647,2.51E-10,1.33E-07
CTSV,3650.217899,-1.246429508,0.197698419,-6.304701453,2.89E-10,1.50E-07
NTF3,73.33799479,1.130367468,0.179652077,6.291981078,3.13E-10,1.60E-07
NewGene_6540,52.22992948,-2.398286817,0.383929344,-6.24668798,4.19E-10,2.11E-07
NewGene_18156,0.449316406,-26.1916599,4.236174036,-6.182857381,6.30E-10,3.11E-07
NewGene_8058,30.98410223,2.435829526,0.394533761,6.17394445,6.66E-10,3.23E-07
NewGene_4975,0.776332701,-23.48626818,3.806780443,-6.169588326,6.85E-10,3.26E-07
SERPINA3,21095.9729,-1.237385459,0.201759089,-6.132984959,8.62E-10,4.04E-07
FGL2,89.00464847,1.94840148,0.321292714,6.064256662,1.33E-09,6.10E-07
NNMT,1334.522255,0.576033372,0.095371539,6.039887595,1.54E-09,6.98E-07
C5orf46,110.6156038,-1.383922475,0.229644591,-6.026366527,1.68E-09,7.47E-07
NewGene_2911,0.434682378,-25.23223941,4.238315073,-5.95336566,2.63E-09,1.14E-06
MFAP5,54.87204229,-1.655383694,0.27813114,-5.951809979,2.65E-09,1.14E-06
UBD,3.849690957,-24.9698533,4.219774673,-5.917342806,3.27E-09,1.39E-06
CAPN14,36.11509806,1.567641455,0.265485506,5.904809933,3.53E-09,1.48E-06
TGFBI,20252.69939,-1.550009234,0.263124478,-5.890783131,3.84E-09,1.58E-06
NewGene_11304,0.404967956,-24.87098299,4.235216725,-5.872422737,4.29E-09,1.72E-06
POTEJ,0.572399608,-24.87797653,4.235042167,-5.874316135,4.25E-09,1.72E-06
AK2,2650.728157,0.379411301,0.064714852,5.862816478,4.55E-09,1.80E-06
IFNAR2-IL10RB,35.2306259,23.78325907,4.06327193,5.853228501,4.82E-09,1.88E-06
NewGene_394,16.2168587,3.567101275,0.617543408,5.776276178,7.64E-09,2.89E-06
PARPBP,149.0422354,1.205749323,0.208721095,5.776844558,7.61E-09,2.89E-06
GUCA1A,47.51379779,24.33988003,4.21868141,5.769546848,7.95E-09,2.97E-06
CYSLTR1,132.7997704,1.870732239,0.325936573,5.739559149,9.49E-09,3.45E-06
VCAM1,172.0181181,1.940719984,0.338104641,5.739998065,9.47E-09,3.45E-06
NewGene_12027,35.5057981,-2.055120715,0.359135753,-5.722406357,1.05E-08,3.77E-06
NewGene_5763,0.598397982,-24.00911793,4.203445973,-5.711770316,1.12E-08,3.96E-06
CDH1,162.9608475,-1.917900543,0.33603966,-5.70736365,1.15E-08,4.01E-06
GPC3,1284.120963,1.080464262,0.190792617,5.663029737,1.49E-08,5.14E-06
NewGene_9522,258.588109,-2.351562804,0.417998702,-5.625765803,1.85E-08,6.30E-06
ST6GALNAC3,2399.182298,-0.358162781,0.063815168,-5.61250236,1.99E-08,6.72E-06
FJX1,2345.129665,0.512420761,0.091392118,5.606837568,2.06E-08,6.86E-06
VGLL3,467.7574576,-0.79498805,0.142008608,-5.598168047,2.17E-08,7.11E-06
NewGene_361,0.481063908,-23.71943514,4.238372782,-5.596354157,2.19E-08,7.11E-06
TNFSF10,531.648758,-2.26696219,0.405354685,-5.592539757,2.24E-08,7.19E-06
NewGene_15088,0.512090899,23.50238492,4.210292866,5.582125915,2.38E-08,7.54E-06
NewGene_11099,19.68371141,2.898910965,0.520624008,5.568146915,2.57E-08,8.08E-06
LIF,2463.278671,-1.296660116,0.233725755,-5.547784471,2.89E-08,8.98E-06
NDST1,5629.655926,-0.311920823,0.056325646,-5.537811728,3.06E-08,9.40E-06
ANKRD1,1388.569501,-1.075807036,0.194607644,-5.528082118,3.24E-08,9.72E-06
NewGene_12164,0.635420719,-23.34917688,4.222316389,-5.529944877,3.20E-08,9.72E-06
ITPKB,4373.266127,0.659956873,0.120158742,5.49237503,3.97E-08,1.18E-05
CCNO,110.1445951,1.198375846,0.218316948,5.489156278,4.04E-08,1.19E-05
NEK6,1126.21365,0.442052505,0.080635597,5.482101206,4.20E-08,1.22E-05
HMGA2,2222.335914,-0.924804638,0.168839246,-5.477426963,4.32E-08,1.24E-05
R3HDML,150.8277499,-1.246942834,0.227775645,-5.474434439,4.39E-08,1.25E-05
LOXL2,2087.93927,-1.142252429,0.209492576,-5.452472119,4.97E-08,1.40E-05
SPATA18,597.5524412,0.662899121,0.121887235,5.438626282,5.37E-08,1.50E-05
FOXS1,44.13811341,-1.859550847,0.342688639,-5.426356856,5.75E-08,1.59E-05
SERPINF1,9710.981237,0.949425589,0.17529942,5.416022427,6.09E-08,1.67E-05
NewGene_7655,0.487211842,-22.80589033,4.212288504,-5.414133031,6.16E-08,1.67E-05
ALDH9A1,2617.853293,0.53518524,0.099361584,5.386239005,7.19E-08,1.91E-05
SOST,3718.219828,-0.701282343,0.130207145,-5.385897533,7.21E-08,1.91E-05
DUOXA1,12.05845958,2.419956977,0.450031614,5.377304403,7.56E-08,1.99E-05
LOC101059915,0.445046867,-22.62569392,4.214262378,-5.368838457,7.92E-08,2.07E-05
NewGene_3111,1.212831836,18.78954858,3.513518431,5.347787111,8.90E-08,2.30E-05
STK32B,1006.311325,0.896206318,0.167999211,5.334586457,9.58E-08,2.45E-05
NewGene_12022,0.439136862,-22.44153448,4.212904755,-5.32685541,9.99E-08,2.53E-05
GNA15,0.403684224,-22.42004528,4.211879031,-5.323050618,1.02E-07,2.56E-05
PPP1R1B,114.6906583,1.395059726,0.262472429,5.315071505,1.07E-07,2.65E-05
APBB2,5243.919969,-0.314179946,0.059408168,-5.288497503,1.23E-07,3.04E-05
GASK1B,4191.216829,-0.965341578,0.18282381,-5.280174274,1.29E-07,3.15E-05
EDN2,51.6599925,-1.506029908,0.2854486,-5.276010838,1.32E-07,3.20E-05
ATP13A5,117.5492285,1.018885124,0.19388739,5.255035526,1.48E-07,3.55E-05
AZIN2,368.3133215,0.596780903,0.113908876,5.239108001,1.61E-07,3.84E-05
SP5,40.84076097,1.769677508,0.338126938,5.233766695,1.66E-07,3.92E-05
ZBED2,0.566437669,-21.95812432,4.202201913,-5.22538535,1.74E-07,4.07E-05
LRRFIP1,2902.203368,0.467948072,0.089585386,5.223486679,1.76E-07,4.08E-05
ADAMTS16,174.590536,-0.980876646,0.188273415,-5.209852085,1.89E-07,4.35E-05
TAF11L11,0.608358397,-21.41982099,4.113802468,-5.206818062,1.92E-07,4.39E-05
NewGene_7601,11.03361897,-2.417779374,0.465747773,-5.191177529,2.09E-07,4.73E-05
PSMD10,4816.692664,0.270713095,0.052292908,5.176860616,2.26E-07,5.07E-05
TNC,7245.833023,1.205438947,0.233147105,5.170293429,2.34E-07,5.21E-05
FGF5,71.46362041,-1.643233918,0.318749814,-5.155246677,2.53E-07,5.60E-05
NewGene_14762,0.469873773,-21.75501716,4.221679092,-5.153166946,2.56E-07,5.61E-05
ARRB2,1078.436552,0.34812981,0.06759183,5.150471737,2.60E-07,5.65E-05
NewGene_763,0.441539287,-21.54395675,4.201538253,-5.127635513,2.93E-07,6.33E-05
PLA2G4B,188.4700687,-4.33138754,0.845454726,-5.123145458,3.00E-07,6.43E-05
NCF2,28.25268515,-2.343471814,0.457662862,-5.120519948,3.05E-07,6.47E-05
NewGene_1410,0.646938373,-21.59466167,4.218897988,-5.118555066,3.08E-07,6.49E-05
NDFIP2,1832.147321,0.349064033,0.068521211,5.094247875,3.50E-07,7.33E-05
CDRT4,47.27531589,-21.50723163,4.233287411,-5.080503529,3.76E-07,7.82E-05
NewGene_13269,0.793328959,-21.33750954,4.201014214,-5.079132907,3.79E-07,7.82E-05
ADGRL4,129.1859129,-1.493384504,0.29463987,-5.068507884,4.01E-07,8.20E-05
TNFSF13,118.2924907,0.809976704,0.160240635,5.054752211,4.31E-07,8.75E-05
CPXM1,7362.402672,0.374287683,0.074229997,5.042269973,4.60E-07,9.28E-05
FBXO47,0.810714428,20.37948732,4.058313453,5.021664186,5.12E-07,0.000102533
KRT17,1440.667592,-0.90984911,0.181345682,-5.017208583,5.24E-07,0.000104184
DMRT1,0.534576707,-21.1756405,4.230968517,-5.00491564,5.59E-07,0.000110264
NewGene_3575,253.3200639,0.781634748,0.156772528,4.985789022,6.17E-07,0.000120889
TINCR,348.5733713,-1.08370275,0.217572708,-4.980876323,6.33E-07,0.000123126
ADAMTS10,1615.171863,0.440137284,0.088446062,4.976335555,6.48E-07,0.000125167
MAP4K5,2738.184549,-0.201863985,0.040584057,-4.973972604,6.56E-07,0.000125823
SLC19A2,1302.503802,-0.427369151,0.085955866,-4.971960257,6.63E-07,0.00012626
NewGene_8682,0.54493396,-20.99233471,4.22406023,-4.969705348,6.71E-07,0.000126862
SPATA48,0.660387737,-20.92576077,4.215330511,-4.964204044,6.90E-07,0.000129623
CAVIN2,174.8144686,1.186234943,0.239634257,4.950189344,7.41E-07,0.000138374
MEST,13309.63862,0.696177904,0.141183723,4.931006836,8.18E-07,0.000151656
NewGene_4460,0.695762729,-20.6990988,4.20334289,-4.924437368,8.46E-07,0.000155794
ESCO2,52.28668311,1.444502798,0.293824764,4.916205076,8.82E-07,0.000161411
PGPEP1L,0.452840917,-20.64941324,4.213866157,-4.900348627,9.57E-07,0.000172713
CAV1,240.8019541,-1.263284006,0.257728813,-4.901601765,9.51E-07,0.000172713
FLRT3,1132.921993,0.548827146,0.112180224,4.892369858,9.96E-07,0.000178698
NewGene_15485,1.673380002,-20.52983525,4.209700614,-4.87679223,1.08E-06,0.000192151
CDKN2B,5202.540333,-0.687839262,0.141121925,-4.874077943,1.09E-06,0.000193563
NewGene_18856,0.477748325,20.48323031,4.206388127,4.869553093,1.12E-06,0.000196786
ANKS1B,996.3346993,0.779137666,0.160418442,4.856908311,1.19E-06,0.000208446
HTRA1,10724.77684,-0.465062344,0.096478242,-4.820385768,1.43E-06,0.000248912
MALL,167.5304605,-1.212535617,0.252304427,-4.805843604,1.54E-06,0.000266035
MUSK,198.6386472,1.400063733,0.291481745,4.803263868,1.56E-06,0.000266534
ASCL3,0.511607999,-20.19571502,4.204827919,-4.802982525,1.56E-06,0.000266534
CYSLTR2,66.29671763,2.174947376,0.454884076,4.781322293,1.74E-06,0.000293308
CLCF1,113.4425258,-0.704367633,0.147303132,-4.781755995,1.74E-06,0.000293308
NewGene_4610,0.532716697,20.12234647,4.212720255,4.776568405,1.78E-06,0.000298505
NewGene_8894,0.418965191,-20.08434379,4.226371228,-4.752148523,2.01E-06,0.000330916
SLCO1C1,25.58297277,1.790793394,0.376830087,4.752256939,2.01E-06,0.000330916
NewGene_10226,0.485564571,-20.1579766,4.240722018,-4.753430315,2.00E-06,0.000330916
EFNA1,351.2300467,-0.590709182,0.124356784,-4.750116243,2.03E-06,0.000332281
TINAGL1,300.0924802,-1.126868682,0.237360705,-4.747494673,2.06E-06,0.000334635
IGF1,155.7373632,1.409402837,0.29741308,4.738873068,2.15E-06,0.000347149
NewGene_10465,31.90491277,-1.523631807,0.322257283,-4.727998048,2.27E-06,0.000364136
RAMP1,149.8714977,1.034657655,0.219042646,4.723544361,2.32E-06,0.000370054
NET1,1015.658918,0.450337743,0.095549034,4.713158534,2.44E-06,0.000387194
NewGene_15764,0.652270026,-19.79612679,4.214352104,-4.69731202,2.64E-06,0.000416078
NewGene_5142,2.117846416,19.73308366,4.232860688,4.661878838,3.13E-06,0.000491759
NewGene_18949,39.4115375,-1.393551176,0.299202568,-4.657550857,3.20E-06,0.00049937
NewGene_10033,0.415084864,-19.63488345,4.216973777,-4.65615498,3.22E-06,0.000499942
NewGene_6436,0.54778532,-19.67595313,4.230451293,-4.651029352,3.30E-06,0.000509668
STK38L,3349.316379,-0.509643584,0.109687,-4.646344443,3.38E-06,0.000518478
SERPINA5,1595.565322,-1.08021979,0.233288376,-4.63040555,3.65E-06,0.000556942
MOSPD1,1451.03515,0.397559916,0.086065112,4.619292406,3.85E-06,0.000584389
RGCC,319.9460598,1.355306273,0.293553854,4.616891437,3.90E-06,0.000587958
NewGene_8848,28.93053325,-1.550328971,0.336141449,-4.612132703,3.99E-06,0.000598314
LTBP2,7217.778126,-1.121979726,0.243565383,-4.606482714,4.10E-06,0.000611472
NewGene_9787,0.66279056,-19.46787142,4.234502447,-4.597440115,4.28E-06,0.000635178
NEUROG1,20.97248163,2.038341745,0.443724946,4.593705549,4.35E-06,0.000636462
APCDD1,8757.894017,0.745666591,0.162324353,4.593682811,4.35E-06,0.000636462
FOXN4,77.35430805,1.430788187,0.311411032,4.59453276,4.34E-06,0.000636462
NewGene_13973,771.9746262,-1.066097192,0.23254104,-4.58455501,4.55E-06,0.000661408
TBC1D3F,3.190925422,-19.37507683,4.233149387,-4.576988681,4.72E-06,0.000682187
FOXQ1,331.5122797,0.661183242,0.144872275,4.563904596,5.02E-06,0.000722357
ADGRL2,3012.214329,-0.265807251,0.058350361,-4.555366013,5.23E-06,0.000747624
TECTA,1.393602304,19.20874178,4.217523768,4.554507061,5.25E-06,0.000747624
SLC15A4,1395.808976,-0.296540538,0.065151512,-4.551552661,5.33E-06,0.000754314
ARMCX6,2358.490435,0.290394053,0.063848221,4.548193308,5.41E-06,0.000762542
NewGene_1432,0.637977009,-19.10308232,4.23322762,-4.512651819,6.40E-06,0.000897674
NewGene_13606,0.505146192,-19.13499761,4.242073454,-4.51076527,6.46E-06,0.000901121
NewGene_7211,1.497748991,-19.05435601,4.229052186,-4.505585452,6.62E-06,0.000918747
SERPINB3,15.84422464,2.537907571,0.564775016,4.493661193,7.00E-06,0.000966894
ANO4,1063.621437,-0.601137672,0.133853564,-4.491009824,7.09E-06,0.00097414
SYT14,2236.469951,-0.359804085,0.08021719,-4.48537385,7.28E-06,0.000995297
CBY2,0.584516788,18.82983205,4.201050848,4.482171898,7.39E-06,0.001005375
NewGene_18490,0.935612566,-18.89307639,4.221271035,-4.475684274,7.62E-06,0.001031316
MRC2,11255.30663,-0.452396329,0.101177139,-4.471329543,7.77E-06,0.001040027
RAET1L,0.576171494,18.78199583,4.2010687,4.470766173,7.79E-06,0.001040027
LRIG3,1742.043475,-0.639674442,0.143034159,-4.47217955,7.74E-06,0.001040027
LOC100505841,0.517235266,18.7612701,4.200318571,4.466630277,7.95E-06,0.001055231
LRRC46,180.3338903,0.808139571,0.181225388,4.459306604,8.22E-06,0.001086711
COL11A1,29305.73901,-0.907923792,0.203844977,-4.453991487,8.43E-06,0.001108674
IFT25,566.9640295,0.289491428,0.065012938,4.452827942,8.47E-06,0.001109418
KLHL5,4650.848278,-0.30964233,0.069569005,-4.450866191,8.55E-06,0.001114321
ANO1,121.7786658,1.32812019,0.29865292,4.447035683,8.71E-06,0.001129044
NewGene_439,0.587551677,18.68871774,4.209212176,4.43995621,9.00E-06,0.001161378
MGP,3156.12062,-1.784509029,0.40230836,-4.435674738,9.18E-06,0.001179194
NewGene_6397,138.3202042,1.699713022,0.383585084,4.431123877,9.37E-06,0.001198785
PLCH1,1254.19315,0.385004256,0.087151248,4.417656249,9.98E-06,0.001270064
CDCP1,476.3133845,-1.184727278,0.268455343,-4.413126084,1.02E-05,0.001290994
TENM2,3759.477634,0.448861613,0.101963377,4.402184647,1.07E-05,0.001351665
BDH2,2093.663258,0.414184016,0.094152907,4.399057101,1.09E-05,0.00135888
NewGene_13915,0.430718978,-18.66393145,4.242635107,-4.399136617,1.09E-05,0.00135888
ACSM2B,0.466877795,-18.57160214,4.242337547,-4.377681392,1.20E-05,0.001492441
SAA1,65.09951142,2.894186995,0.661957248,4.372166034,1.23E-05,0.001523792
NewGene_14725,0.473968099,18.40210002,4.212309998,4.368648087,1.25E-05,0.001536925
NewGene_179,21.10670176,1.970514739,0.451089789,4.368342593,1.25E-05,0.001536925
ATG4A,1746.409677,0.400138306,0.091648768,4.365997665,1.27E-05,0.001546634
NewGene_13400,468.2753559,-0.477417175,0.109573152,-4.357063434,1.32E-05,0.001596977
NewGene_645,0.545408057,-18.40170877,4.222669134,-4.357838179,1.31E-05,0.001596977
CTNNB1,16520.50471,0.275843189,0.063333451,4.355410676,1.33E-05,0.001602048
HHIP,131.781753,-1.692212786,0.389000236,-4.350158759,1.36E-05,0.001633769
ENPP5,307.6739425,-0.59913798,0.137856602,-4.346095664,1.39E-05,0.001651013
NewGene_3964,0.868239356,18.34759889,4.221763502,4.34595611,1.39E-05,0.001651013
NewGene_14537,67.54611655,-1.338691848,0.308311215,-4.342014768,1.41E-05,0.001673704
NUDT2,549.325077,0.294201602,0.06781863,4.338064677,1.44E-05,0.00169678
NewGene_15007,6.608416264,5.455570505,1.258633855,4.334517526,1.46E-05,0.001717032
NewGene_4404,0.740523009,18.18343092,4.209412264,4.319707782,1.56E-05,0.00182233
ROPN1L,247.429459,0.502168816,0.116255284,4.319535416,1.56E-05,0.00182233
NewGene_5255,1318.798152,-0.928760345,0.215307534,-4.31364536,1.61E-05,0.001863724
C22orf15,48.3600349,0.964914134,0.223792156,4.311653061,1.62E-05,0.001872732
SLC13A3,353.985775,0.412781246,0.095816952,4.308018949,1.65E-05,0.001895828
CHSY1,3124.453069,0.516765298,0.120057605,4.304311221,1.68E-05,0.001897461
SIGLEC10,7.506771647,2.41004386,0.559868794,4.304658318,1.67E-05,0.001897461
RNF19B,1653.702439,0.479418609,0.111359791,4.305132083,1.67E-05,0.001897461
SEL1L3,2692.165724,-0.525150111,0.122009612,-4.304169996,1.68E-05,0.001897461
PAQR5,407.3744703,-0.561683847,0.131150932,-4.282728594,1.85E-05,0.002081406
C1GALT1,1365.703387,0.424957118,0.099341801,4.277727141,1.89E-05,0.002113893
CRYGB,0.422576324,18.01613985,4.211865934,4.277472296,1.89E-05,0.002113893
NCOA1,2891.018207,-0.190028399,0.04445185,-4.274926684,1.91E-05,0.002129569
IL11,1221.87852,-0.747624908,0.175179439,-4.267766314,1.97E-05,0.002190236
NewGene_1676,0.46379607,-17.99940057,4.223336433,-4.261891245,2.03E-05,0.002239637
NewGene_12921,0.497342057,-18.03649403,4.242104688,-4.251779567,2.12E-05,0.002333878
LRRC2,79.35260959,0.661378142,0.156279292,4.232026726,2.32E-05,0.002538537
NewGene_17089,9.0097533,-4.026437085,0.952311342,-4.228067974,2.36E-05,0.002573394
NewGene_18113,0.523568803,-17.90524164,4.239585004,-4.223347715,2.41E-05,0.002617565
NewGene_9230,0.418783461,17.75682015,4.206185288,4.221597228,2.43E-05,0.002627635
CYP24A1,38.39884116,-1.153682344,0.273676587,-4.215495213,2.49E-05,0.00268916
TBC1D3B,2.342786524,17.82221418,4.232845761,4.21045679,2.55E-05,0.002739144
JADE1,1096.105343,0.347212592,0.082628377,4.202098677,2.64E-05,0.002831274
NewGene_2613,6.100473343,6.482669979,1.546134637,4.192823719,2.76E-05,0.002938208
OSBPL11,1743.272606,0.280476756,0.06691515,4.191528483,2.77E-05,0.00294367
TCIM,795.224175,0.798386074,0.1905649,4.189575701,2.79E-05,0.00295774
NewGene_575,25.67329846,1.269652236,0.303177968,4.18781168,2.82E-05,0.00296944
PTGS2,90.19917538,-2.154539892,0.514752324,-4.185585557,2.84E-05,0.002987292
PEAK1,2271.917317,-0.336662856,0.080589078,-4.177524595,2.95E-05,0.003083398
SLC46A1,848.4363166,0.609660842,0.146019878,4.175190743,2.98E-05,0.003103425
RMI2,58.19251023,1.420475842,0.340590858,4.170622338,3.04E-05,0.0031544
SLC22A3,29.85209064,-1.204454689,0.289438216,-4.161353344,3.16E-05,0.003272919
KTN1,9921.583784,0.269589372,0.064821119,4.158974389,3.20E-05,0.003294848
NewGene_9903,49.14287696,1.130300088,0.271849734,4.157812007,3.21E-05,0.003299343
NewGene_19377,0.44047305,-17.5216596,4.217453283,-4.154559262,3.26E-05,0.003334233
AFMID,287.233824,0.571659218,0.137737161,4.150363022,3.32E-05,0.003383424
TK1,70.11860972,1.173549265,0.283120235,4.145056127,3.40E-05,0.003450013
NewGene_5785,1.490663713,17.54122291,4.232931841,4.143988982,3.41E-05,0.003453419
BIRC7,74.1584842,-1.224539561,0.295884769,-4.138569094,3.49E-05,0.003523102
ZNF474,314.6030122,0.746411044,0.180639842,4.132039952,3.60E-05,0.00361153
MAPKAPK3,1073.394958,0.614899003,0.148878669,4.130202172,3.62E-05,0.003627333
NewGene_9368,0.900697585,17.39694413,4.213089556,4.129260463,3.64E-05,0.003629071
JMJD1C,2652.166691,-0.185998833,0.04518107,-4.11674259,3.84E-05,0.003767066
MUC5AC,1.117997785,17.42535469,4.233001721,4.116547982,3.85E-05,0.003767066
NewGene_5460,0.497059844,17.34348373,4.212083877,4.117554219,3.83E-05,0.003767066
TP73,179.165246,0.555993692,0.134990649,4.118757077,3.81E-05,0.003767066
PLCL1,1139.399772,0.654055635,0.158774373,4.119403042,3.80E-05,0.003767066
IL1RL1,7.725576833,4.34325058,1.060142104,4.09685698,4.19E-05,0.004087641
ZNF114,409.8720294,-0.925943903,0.226550045,-4.087149506,4.37E-05,0.004247424
NewGene_898,0.583839548,17.20256157,4.213376768,4.08284436,4.45E-05,0.004305757
THBD,366.5325567,-1.06235375,0.260230769,-4.082352575,4.46E-05,0.004305757
NewGene_680,0.596450112,17.17460133,4.209743759,4.079726062,4.51E-05,0.004339522
DYNC2LI1,1005.00015,0.243118009,0.059650319,4.075720157,4.59E-05,0.004399586
NewGene_2304,88.79515409,-0.926965204,0.227595695,-4.072859127,4.64E-05,0.004438589
NewGene_4719,15.7668693,1.883076807,0.46265715,4.070134451,4.70E-05,0.00446444
DAAM2,904.9780724,-0.574189902,0.141115699,-4.068929993,4.72E-05,0.00446444
PLAT,1127.435927,-0.776418782,0.190800679,-4.06926634,4.72E-05,0.00446444
ARSI,865.9801493,-1.279831976,0.314586089,-4.068304415,4.74E-05,0.00446444
GPCPD1,1469.630666,0.614993579,0.151201708,4.067371909,4.75E-05,0.004467091
C3orf18,925.9255071,0.317616403,0.078104185,4.066573446,4.77E-05,0.004467222
NewGene_6948,0.390370208,17.12769376,4.224106199,4.054749797,5.02E-05,0.004683421
CCN2,27261.34686,-0.740794758,0.182805583,-4.052363968,5.07E-05,0.004715522
NewGene_6463,0.549192423,-17.09528219,4.224933563,-4.046284264,5.20E-05,0.004823379
TAF4B,163.4474422,0.472147111,0.116986663,4.03590546,5.44E-05,0.005024813
CXCL12,271.6046603,1.270867063,0.315079271,4.033483566,5.50E-05,0.005043174
IFI44L,402.6364717,-1.08670835,0.269389111,-4.033972819,5.48E-05,0.005043174
PRLR,889.7625372,-0.498547838,0.123978686,-4.021238285,5.79E-05,0.005293466
SLC23A3,18.0409673,-1.337680323,0.332712238,-4.020532373,5.81E-05,0.005293466
NewGene_15575,0.691314056,17.00963986,4.23314119,4.018207543,5.86E-05,0.005328369
NewGene_3505,0.39504899,16.96776175,4.224319139,4.016685575,5.90E-05,0.0053453
ZNF85,82.68530688,1.208541597,0.301187594,4.012587575,6.01E-05,0.005403546
MRM1,41.41508293,-1.016026054,0.253200387,-4.012734996,6.00E-05,0.005403546
CHST15,1150.671712,0.392913442,0.097981197,4.010090251,6.07E-05,0.005425671
FOXA2,0.582345012,16.93719292,4.222879203,4.010816341,6.05E-05,0.005425671
MYL1,9.518711987,-3.518147653,0.878543149,-4.004524603,6.21E-05,0.005527523
